807-ML_M1_35__YMR042W__SCD_AA;1;1;2
11111__m__SCD_AA;1;2;2
817-ML_M1_34__YAL060W__SCD_AA;1;2;2
826-ML_M1_34__YBR184W__SCD_AA;1;2;2
784-ML_M1_34__YHL027W__SCD_AA;1;2;2
778-ML_M1_35__YDR207C__SCD_AA;1;2;2
807-ML_M1_35__YMR042W__SCD_AA;1;2;2
809-ML_M1_35__YJR127C__SCD_AA;1;2;2
841-ML_M1_35__YDL168W__SCD_AA;1;2;2
972-ML_M3_34__YDL040C__SCD_AA;1;2;2
774-ML_M1_34__YDL106C__SCD_AA;1;1;3
789-ML_M1_34__YKL038W__SCD_AA;1;1;3
838-ML_M1_34__YDL066W__SCD_AA;1;1;3
846-ML_M1_34__YDR148C__SCD_AA;1;1;3
867-ML_M1_34__YGR248W__SCD_AA;1;1;3
967-ML_M3_34__YCL035C__SCD_AA;1;1;3
995-ML_M3_34__YFL001W__SCD_AA;1;1;3
900-ML_M2_34__YKR058W__SCD_AA;1;1;4
1078-ML_M4_34__YMR145C__SCD_AA;1;1;4
1109-ML_M4_34__YDR529C__SCD_AA;1;1;4
1073-ML_M4_34__YFR033C__SCD_AA;1;1;5
1078-ML_M4_34__YMR145C__SCD_AA;1;1;5
1079-ML_M4_34__YJL214W__SCD_AA;1;1;5
1097-ML_M4_34__YOL077W-A__SCD_AA;1;1;5
564__MSYFP__SCD_AA;1;1;5
1079-ML_M4_34__YJL214W__SCD_AA;1;2;5
564__MSYFP__SCD_AA;1;2;5
807-ML_M1_35__YMR042W__SCD_AA;1;3;5
878-ML_M2_36__YIL125W__SCD_AA;1;3;5
1045-ML_M3_35__YML120C__SCD_AA;1;3;5
68__YOR063W__SCD_AA;2;3;5
564__MSYFP__SCD_AA;1;3;5
942-ML_M2_35__YPL262W__SCD_AA;1;4;5
1025-ML_M3_34__YKL016C__SCD_AA;1;4;5
1029-ML_M3_34__YKL182W__SCD_AA;1;4;5
870-ML_M5_34__YGR287C__SCD_AA;1;1;6
978-ML_M5_34__YDL185W__SCD_AA;1;1;6
850-ML_M5_35_new__YEL039C__SCD_AA;1;1;6
859-ML_M5_35__YGL253W__SCD_AA;1;1;6
963-ML_M5_35__YBR039W__SCD_AA;1;1;6
833-DP_Met_Trans1_34__YCR012W__SCD_AA;1;1;6
871-ML_M2_34__YGR292W__SCD_AA;1;2;6
870-ML_M5_34__YGR287C__SCD_AA;1;2;6
901-ML_M5_34__YKR097W__SCD_AA;1;2;6
953-ML_M5_34__YGR240C__SCD_AA;1;2;6
978-ML_M5_34__YDL185W__SCD_AA;1;2;6
996-ML_M5_34__YFL030W__SCD_AA;1;2;6
850-ML_M5_35_new__YEL039C__SCD_AA;1;2;6
963-ML_M5_35__YBR039W__SCD_AA;1;2;6
1077-ML_M5_36__YJR158W__SCD_AA;1;2;6
1357-DP_Met_Trans2_34__YGR254W__SCD_AA;1;2;6
68__YOR063W__SCD_AA;1;1;7
776-ML_M5_34__YDR096W__SCD_AA;1;1;7
870-ML_M5_34__YGR287C__SCD_AA;1;1;7
978-ML_M5_34__YDL185W__SCD_AA;1;1;7
1007-ML_M5_34__YHR039C-A__SCD_AA;1;1;7
1032-ML_M5_34__YKL217W__SCD_AA;1;1;7
850-ML_M5_35_new__YEL039C__SCD_AA;1;1;7
963-ML_M5_35__YBR039W__SCD_AA;1;1;7
892-ML_M5_36__YKL029C__SCD_AA;1;1;7
929-ML_M5_36__YNR034W__SCD_AA;1;1;7
1006-ML_M5_36__YHL011C__SCD_AA;1;1;7
564__MSYFP__SCD_AA;1;1;7
870-ML_M5_34__YGR287C__SCD_AA;1;2;7
877-ML_M5_34__YIL099W__SCD_AA;1;2;7
978-ML_M5_34__YDL185W__SCD_AA;1;2;7
1044-ML_M5_34__YLR447C__SCD_AA;1;2;7
850-ML_M5_35_new__YEL039C__SCD_AA;1;2;7
963-ML_M5_35__YBR039W__SCD_AA;1;2;7
1006-ML_M5_36__YHL011C__SCD_AA;1;2;7
1429-TFL_TF1_31__YPL075W__SCD_AA;1;1;8
1379-TFL_TF1_32__YGL237C__SCD_AA;1;1;8
1576-TFL_TF2_31__YJL056C__SCD_AA;1;2;8
1588-TFL_TF2_31__YNL103W__SCD_AA;1;2;8
1627-TFL_TF2_31__YGR186W__SCD_AA;1;2;8
1571-TFL_TF2_33__YGR104C__SCD_AA;1;2;8
809-ML_M1_35__YJR127C__SCD_AA;1;1;9
205__YLR403W__SCD_AA;1;1;9
1429-TFL_TF1_31__YPL075W__SCD_AA;1;1;9
1379-TFL_TF1_32__YGL237C__SCD_AA;1;1;9
1406-TFL_TF1_32__YOR162C__SCD_AA;1;1;9
564__MSYFP__SCD_AA;1;2;9
1555-TFL_TF2_31__YDL056W__SCD_AA;1;2;9
1576-TFL_TF2_31__YJL056C__SCD_AA;1;2;9
1598-TFL_TF2_31__YPL139C__SCD_AA;1;2;9
1627-TFL_TF2_31__YGR186W__SCD_AA;1;2;9
1571-TFL_TF2_33__YGR104C__SCD_AA;1;2;9
798-ML_M1_34__YMR280C__SCD_AA;1;1;10
1429-TFL_TF1_31__YPL075W__SCD_AA;1;1;10
1576-TFL_TF2_31__YJL056C__SCD_AA;1;2;10
1627-TFL_TF2_31__YGR186W__SCD_AA;1;2;10
1571-TFL_TF2_33__YGR104C__SCD_AA;1;2;10
563__MSRFP__SCD_AA;1;1;11
2070-GlobalL_GL1_31__YPR110C__SCD_AA;1;1;11
2072-GlobalL_GL1_31__YOR151C__SCD_AA;1;1;11
2107-GlobalL_GL1_31__YJL050W__SCD_AA;1;1;11
2131-GlobalL_GL1_31__YGL066W__SCD_AA;1;1;11
563__MSRFP__SCD_AA;1;1;12
564__MSYFP__SCD_AA;1;1;12
2270-GlobalL_GL3_31__YMR299C__SCD_AA;1;1;12
68__YOR063W__SCD_AA;4;1;12
2308-GlobalL_GL3_31__YKL212W__SCD_AA;1;1;12
2316-GlobalL_GL3_31__YLR093C__SCD_AA;1;1;12
2158-GlobalL_GL2_31__YFR037C__SCD_AA;1;1;13
2206-GlobalL_GL2_31__YIL050W__SCD_AA;1;1;13
2168-GlobalL_GL2_32__YJR060W__SCD_AA;1;1;13
2215-GlobalL_GL2_32__YHR071W__SCD_AA;1;1;13
2217-GlobalL_GL2_32__YBR067C__SCD_AA;1;1;13
2222-GlobalL_GL2_32__YLR383W__SCD_AA;1;1;13
2233-GlobalL_GL2_32__YDR092W__SCD_AA;1;1;13
2241-GlobalL_GL2_32__YDR510W__SCD_AA;1;1;13
2194-GlobalL_GL2_33__YDR013W__SCD_AA;1;1;13
2195-GlobalL_GL2_33__YDL008W__SCD_AA;1;1;13
2247-GlobalL_GL3_31__YAL041W__SCD_AA;1;1;13
2248-GlobalL_GL3_31__YLR229C__SCD_AA;1;1;13
2249-GlobalL_GL3_31__YFL039C__SCD_AA;1;1;13
2250-GlobalL_GL3_31__YIL034C__SCD_AA;1;1;13
2251-GlobalL_GL3_31__YKL007W__SCD_AA;1;1;13
2252-GlobalL_GL3_31__YAL029C__SCD_AA;1;1;13
2253-GlobalL_GL3_31__YGL106W__SCD_AA;1;1;13
2156-GlobalL_GL2_31__YJL115W__SCD_AA;1;1;14
2158-GlobalL_GL2_31__YFR037C__SCD_AA;1;1;14
2179-GlobalL_GL2_31__YPL022W__SCD_AA;1;1;14
2204-GlobalL_GL2_31__YDR168W__SCD_AA;1;1;14
2206-GlobalL_GL2_31__YIL050W__SCD_AA;1;1;14
2243-GlobalL_GL2_31__YGR279C__SCD_AA;1;1;14
2170-GlobalL_GL2_32__YJL194W__SCD_AA;1;1;14
1555-TFL_TF2_31__YDL056W__SCD_AA;1;1;15
1561-TFL_TF2_31__YER130C__SCD_AA;1;1;15
1617-TFL_TF2_31__YMR125W__SCD_AA;1;1;15
1589-TFL_TF2_32__YNL139C__SCD_AA;1;1;15
1633-TFL_TF3_32__YDL223C__SCD_AA;1;1;15
1412-TFL_TF3_33__YPR034W__SCD_AA;1;1;15
1608-TFL_TF3_33__YDL140C__SCD_AA;1;1;15
1610-TFL_TF3_33__YCR065W__SCD_AA;1;1;15
1621-TFL_TF3_33__YOR304W__SCD_AA;1;1;15
11110__EMPTY__SCD_AA;1;1;15
68__YOR063W__SCD_AA;3;1;15
1429-TFL_TF1_31__YPL075W__SCD_AA;1;1;16
1423-TFL_TF1_33__YAL021C__SCD_AA;1;1;16
2063-GlobalL_GL1_31__YDR225W__SCD_AA;1;1;17
68__YOR063W__SCD_AA;1;1;17
2086-GlobalL_GL1_31__YOR207C__SCD_AA;1;1;17
2316-GlobalL_GL3_31__YLR093C__SCD_AA;1;2;17
2258-GlobalL_GL3_32__YGL216W__SCD_AA;1;2;17
2269-GlobalL_GL3_31__YDR424C__SCD_AA;1;2;17
2286-GlobalL_GL3_31__YHR019C__SCD_AA;1;2;17
2316-GlobalL_GL3_31__YLR093C__SCD_AA;1;2;17
2321-GlobalL_GL3_31__YOR089C__SCD_AA;1;2;17
2332-GlobalL_GL3_31__YDL134C__SCD_AA;1;2;17
2340-GlobalL_GL3_31__YPL135W__SCD_AA;1;2;17
30__YJL177W__SCD_AA;1;1;18
2__YPR104C__SCD_AA;2;1;18
772__MS1__SCD_AA;1;1;18
771__Y8205__SCD_AA;1;1;18
772__MS1__SCD_AA;1;2;18
771__Y8205__SCD_AA;1;2;18
187__YOR182C__SCD_AA;1;2;18
30__YJL177W__SCD_AA;1;1;19
772__MS1__SCD_AA;1;1;19
771__Y8205__SCD_AA;1;1;19
138__YOR369C__SCD_AA;3;1;19
131__YGR214W__SCD_AA;1;2;19
772__MS1__SCD_AA;1;2;19
771__Y8205__SCD_AA;1;2;19
187__YOR182C__SCD_AA;1;2;19
30__YJL177W__SCD_AA;1;1;20
772__MS1__SCD_AA;1;1;20
771__Y8205__SCD_AA;1;1;20
48__YFL034C-A__SCD_AA;1;1;20
772__MS1__SCD_AA;1;2;20
771__Y8205__SCD_AA;1;2;20
187__YOR182C__SCD_AA;1;2;20
847-ML_M1_34__YDR178W__GAL;1;1;1
971-ML_M3_34__YDL004W__GAL;1;1;1
11111__m__GAL;2;1;1
563__MSRFP__GAL;1;2;1
848-ML_M1_35__YDR272W__GAL;1;2;1
866-ML_M1_34__YGR193C__GAL;1;2;1
1033-ML_M3_34__YKL218C__GAL;1;2;1
11111__m__GAL;2;2;1
807-ML_M1_35__YMR042W__GAL;1;1;2
800-ML_M4_35__YPL248C__GAL;1;1;2
817-ML_M1_34__YAL060W__GAL;1;2;2
826-ML_M1_34__YBR184W__GAL;1;2;2
778-ML_M1_35__YDR207C__GAL;1;2;2
807-ML_M1_35__YMR042W__GAL;1;2;2
809-ML_M1_35__YJR127C__GAL;1;2;2
841-ML_M1_35__YDL168W__GAL;1;2;2
972-ML_M3_34__YDL040C__GAL;1;2;2
1080-ML_M4_35__YML086C__GAL;1;2;2
1098-ML_M4_35__YAL044C__GAL;1;2;2
564__MSYFP__GAL;1;2;2
931-ML_M2_34__YOL056W__GAL;1;1;3
964-ML_M2_34__YBR244W__GAL;1;1;3
1097-ML_M4_34__YOL077W-A__GAL;1;1;3
564__MSYFP__GAL;1;1;3
913-ML_M2_36__YML004C__GAL;1;2;3
931-ML_M2_34__YOL056W__GAL;1;2;3
936-ML_M2_36__YOR095C__GAL;1;2;3
946-ML_M2_34__YPR006C__GAL;1;2;3
915-ML_M2_35__YML100W__GAL;1;2;3
1071-ML_M4_34__YPR191W__GAL;1;2;3
773-ML_M1_34__YAL051W__GAL;1;1;4
789-ML_M1_34__YKL038W__GAL;1;1;4
820-ML_M1_34__YBR018C__GAL;1;1;4
847-ML_M1_34__YDR178W__GAL;1;1;4
1054-ML_M3_34__YNL292W__GAL;1;1;4
68__YOR063W__GAL;1;1;5
1078-ML_M4_34__YMR145C__GAL;1;1;5
807-ML_M1_35__YMR042W__GAL;1;1;6
894-ML_M2_36__YKL060C__GAL;1;1;6
68__YOR063W__GAL;2;1;6
1080-ML_M4_35__YML086C__GAL;1;1;6
1098-ML_M4_35__YAL044C__GAL;1;1;6
784-ML_M1_34__YHL027W__GAL;1;2;6
807-ML_M1_35__YMR042W__GAL;1;2;6
974-ML_M3_35__YDL085W__GAL;1;2;6
1027-ML_M3_35__YKL106W__GAL;1;2;6
1080-ML_M4_35__YML086C__GAL;1;2;6
884-ML_M2_34__YJL137C__GAL;1;1;7
887-ML_M2_34__YJL221C__GAL;1;1;7
925-ML_M2_34__YNL071W__GAL;1;1;7
1078-ML_M4_34__YMR145C__GAL;1;1;7
1079-ML_M4_34__YJL214W__GAL;1;1;7
1085-ML_M4_36__YIR032C__GAL;1;1;7
1097-ML_M4_34__YOL077W-A__GAL;1;1;7
1105-ML_M4_35__YKL026C__GAL;1;1;7
1024-ML_M3_34__YJR160C__GAL;1;1;8
1125-ML_M4_34__YLR395C__GAL;1;1;8
870-ML_M5_34__YGR287C__GAL;1;1;8
877-ML_M5_34__YIL099W__GAL;1;1;8
978-ML_M5_34__YDL185W__GAL;1;1;8
963-ML_M5_35__YBR039W__GAL;1;1;8
850-ML_M5_35_new__YEL039C__GAL;1;1;8
870-ML_M5_34__YGR287C__GAL;1;2;8
877-ML_M5_34__YIL099W__GAL;1;2;8
978-ML_M5_34__YDL185W__GAL;1;2;8
963-ML_M5_35__YBR039W__GAL;1;2;8
850-ML_M5_35_new__YEL039C__GAL;1;2;8
1125-ML_M4_34__YLR395C__GAL;1;1;9
870-ML_M5_34__YGR287C__GAL;1;1;9
978-ML_M5_34__YDL185W__GAL;1;1;9
990-ML_M5_34__YEL069C__GAL;1;1;9
963-ML_M5_35__YBR039W__GAL;1;1;9
563__MSRFP__GAL;2;1;9
793-ML_M4_35__YLR098C__GAL;1;2;9
870-ML_M5_34__YGR287C__GAL;1;2;9
978-ML_M5_34__YDL185W__GAL;1;2;9
807-ML_M5_34__YMR042W__GAL;1;2;9
967-ML_M5_34__YCL035C__GAL;1;2;9
963-ML_M5_35__YBR039W__GAL;1;2;9
563__MSRFP__GAL;2;2;9
1358-DP_Met_Trans2_34__YLR081W__GAL;1;2;9
1576-TFL_TF2_31__YJL056C__GAL;1;2;10
1588-TFL_TF2_31__YNL103W__GAL;1;2;10
1627-TFL_TF2_31__YGR186W__GAL;1;2;10
1571-TFL_TF2_33__YGR104C__GAL;1;2;10
776-ML_M5_34__YDR096W__GAL;1;2;10
1379-TFL_TF1_32__YGL237C__GAL;1;1;11
1371-TFL_TF1_32__YDR043C__GAL;1;1;11
68__YOR063W__GAL;4;2;11
564__MSYFP__GAL;1;2;11
1576-TFL_TF2_31__YJL056C__GAL;1;2;11
1577-TFL_TF2_31__YJL176C__GAL;1;2;11
1588-TFL_TF2_31__YNL103W__GAL;1;2;11
1593-TFL_TF2_31__YOR172W__GAL;1;2;11
1627-TFL_TF2_31__YGR186W__GAL;1;2;11
1571-TFL_TF2_33__YGR104C__GAL;1;2;11
792-ML_M5_34__YLL054C__GAL;1;2;11
1576-TFL_TF2_31__YJL056C__GAL;1;2;12
1627-TFL_TF2_31__YGR186W__GAL;1;2;12
1571-TFL_TF2_33__YGR104C__GAL;1;2;12
2293-GlobalL_GL3_31__YOR261C__GAL;1;1;14
2308-GlobalL_GL3_31__YKL212W__GAL;1;1;14
2316-GlobalL_GL3_31__YLR093C__GAL;1;1;14
2317-GlobalL_GL3_31__YLR268W__GAL;1;1;14
2158-GlobalL_GL2_31__YFR037C__GAL;1;1;15
2206-GlobalL_GL2_31__YIL050W__GAL;1;1;15
2228-GlobalL_GL2_31__YER016W__GAL;1;1;15
2168-GlobalL_GL2_32__YJR060W__GAL;1;1;15
2215-GlobalL_GL2_32__YHR071W__GAL;1;1;15
2217-GlobalL_GL2_32__YBR067C__GAL;1;1;15
2222-GlobalL_GL2_32__YLR383W__GAL;1;1;15
2233-GlobalL_GL2_32__YDR092W__GAL;1;1;15
2241-GlobalL_GL2_32__YDR510W__GAL;1;1;15
2194-GlobalL_GL2_33__YDR013W__GAL;1;1;15
2195-GlobalL_GL2_33__YDL008W__GAL;1;1;15
2247-GlobalL_GL3_31__YAL041W__GAL;1;1;15
2248-GlobalL_GL3_31__YLR229C__GAL;1;1;15
2249-GlobalL_GL3_31__YFL039C__GAL;1;1;15
2250-GlobalL_GL3_31__YIL034C__GAL;1;1;15
2251-GlobalL_GL3_31__YKL007W__GAL;1;1;15
2252-GlobalL_GL3_31__YAL029C__GAL;1;1;15
2253-GlobalL_GL3_31__YGL106W__GAL;1;1;15
563__MSRFP__GAL;1;1;16
2156-GlobalL_GL2_31__YJL115W__GAL;1;1;16
2158-GlobalL_GL2_31__YFR037C__GAL;1;1;16
2204-GlobalL_GL2_31__YDR168W__GAL;1;1;16
2206-GlobalL_GL2_31__YIL050W__GAL;1;1;16
2245-GlobalL_GL2_31__YLR110C__GAL;1;1;16
2194-GlobalL_GL2_33__YDR013W__GAL;1;1;16
1561-TFL_TF2_31__YER130C__GAL;1;1;17
1572-TFL_TF2_31__YGR249W__GAL;1;1;17
1633-TFL_TF3_32__YDL223C__GAL;1;1;17
1608-TFL_TF3_33__YDL140C__GAL;1;1;17
1610-TFL_TF3_33__YCR065W__GAL;1;1;17
1618-TFL_TF3_33__YKL028W__GAL;1;1;17
1628-TFL_TF3_33__YLR278C__GAL;1;1;17
68__YOR063W__GAL;3;1;17
5__YLR223C__GAL;1;1;18
1423-TFL_TF1_33__YAL021C__GAL;1;1;18
1564-TFL_TF2_31__YFR013W__GAL;1;1;19
1598-TFL_TF2_31__YPL139C__GAL;1;1;19
1615-TFL_TF2_31__YDR213W__GAL;1;1;19
1626-TFL_TF2_31__YDL002C__GAL;1;1;19
781-ML_M1_34__YER040W__GAL;1;1;19
1576-TFL_TF2_32__YJL056C__GAL;1;1;19
1396-TFL_TF3_32__YMR021C__GAL;1;1;19
1633-TFL_TF3_32__YDL223C__GAL;1;1;19
1565-TFL_TF3_32__YGL071W__GAL;1;1;19
